t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,phy_mode
0.000,1786568224.359,-41,-95,286,116,80,6
1.005,1786568225.364,-42,-95,286,116,80,6
2.003,1786568226.363,-42,-95,286,116,80,6
3.002,1786568227.361,-42,-95,286,116,80,6
4.004,1786568228.363,-42,-95,286,116,80,6
5.003,1786568229.363,-42,-95,1200,116,80,6
6.002,1786568230.361,-42,-95,1200,116,80,6
7.005,1786568231.363,-42,-95,1200,116,80,6
8.005,1786568232.363,-42,-95,1200,116,80,6
9.005,1786568233.363,-42,-95,1200,116,80,6
10.000,1786568234.360,-42,-95,1200,116,80,6
11.005,1786568235.365,-42,-95,1200,116,80,6
12.000,1786568236.360,-42,-95,1200,116,80,6
13.005,1786568237.364,-42,-95,1200,116,80,6
14.005,1786568238.363,-42,-95,1200,116,80,6
15.001,1786568239.361,-42,-95,1200,116,80,6
16.002,1786568240.360,-42,-95,1200,116,80,6
17.005,1786568241.364,-42,-95,1200,116,80,6
18.000,1786568242.359,-42,-95,1200,116,80,6
19.005,1786568243.364,-41,-95,1200,116,80,6
20.001,1786568244.360,-41,-95,1200,116,80,6
21.004,1786568245.363,-42,-95,1200,116,80,6
22.005,1786568246.364,-41,-95,1200,116,80,6
23.004,1786568247.362,-41,-95,1200,116,80,6
24.000,1786568248.359,-42,-95,1200,116,80,6
25.004,1786568249.363,-42,-95,1200,116,80,6
26.005,1786568250.364,-42,-95,1200,116,80,6
27.001,1786568251.359,-42,-95,1200,116,80,6
28.001,1786568252.360,-41,-95,1200,116,80,6
29.005,1786568253.364,-42,-95,1200,116,80,6
30.000,1786568254.360,-42,-95,1200,116,80,6
31.003,1786568255.361,-42,-95,1200,116,80,6
32.004,1786568256.363,-42,-95,1200,116,80,6
33.003,1786568257.362,-42,-95,1200,116,80,6
34.000,1786568258.359,-42,-95,1200,116,80,6
35.005,1786568259.363,-42,-95,1200,116,80,6
36.005,1786568260.364,-41,-95,1200,116,80,6
37.000,1786568261.358,-42,-95,1200,116,80,6
38.005,1786568262.364,-42,-95,1200,116,80,6
39.000,1786568263.359,-41,-95,1200,116,80,6
40.005,1786568264.363,-41,-95,1200,116,80,6
41.005,1786568265.363,-42,-95,1200,116,80,6
42.003,1786568266.362,-42,-95,1200,116,80,6
43.004,1786568267.363,-42,-95,1200,116,80,6
44.004,1786568268.363,-42,-95,1200,116,80,6
45.002,1786568269.361,-41,-95,1200,116,80,6
46.005,1786568270.364,-42,-95,1200,116,80,6
47.005,1786568271.364,-41,-95,1200,116,80,6
48.002,1786568272.361,-41,-95,1200,116,80,6
49.005,1786568273.364,-41,-95,1200,116,80,6
50.004,1786568274.363,-42,-95,1200,116,80,6
51.001,1786568275.360,-42,-95,1200,116,80,6
52.004,1786568276.363,-41,-95,1200,116,80,6
53.002,1786568277.360,-41,-95,1200,116,80,6
54.005,1786568278.363,-41,-95,1200,116,80,6
55.000,1786568279.359,-42,-95,1200,116,80,6
56.003,1786568280.361,-42,-95,1200,116,80,6
57.003,1786568281.362,-41,-95,1200,116,80,6
58.002,1786568282.361,-41,-95,1200,116,80,6
59.002,1786568283.361,-42,-95,1200,116,80,6
60.002,1786568284.362,-41,-95,1200,116,80,6
61.005,1786568285.364,-41,-95,1200,116,80,6
62.001,1786568286.360,-41,-95,1200,116,80,6
63.002,1786568287.361,-42,-95,1200,116,80,6
64.005,1786568288.364,-41,-95,1200,116,80,6
65.000,1786568289.360,-41,-95,1200,116,80,6
66.005,1786568290.365,-41,-95,1200,116,80,6
67.002,1786568291.361,-41,-95,1200,116,80,6
68.005,1786568292.363,-41,-95,1200,116,80,6
69.000,1786568293.359,-41,-95,1200,116,80,6
70.000,1786568294.360,-41,-95,1200,116,80,6
71.000,1786568295.359,-40,-95,1200,116,80,6
72.000,1786568296.360,-41,-95,1200,116,80,6
73.000,1786568297.359,-41,-95,1200,116,80,6
74.005,1786568298.365,-41,-95,1200,116,80,6
75.005,1786568299.365,-40,-95,1200,116,80,6
76.003,1786568300.363,-40,-95,1200,116,80,6
77.005,1786568301.365,-41,-95,1200,116,80,6
