t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,phy_mode
0.000,1786568306.503,-41,-95,1200,116,80,6
1.005,1786568307.509,-40,-95,1200,116,80,6
2.004,1786568308.507,-42,-95,1200,116,80,6
3.005,1786568309.508,-41,-95,1200,116,80,6
4.005,1786568310.509,-41,-95,1200,116,80,6
5.004,1786568311.508,-40,-95,1200,116,80,6
6.003,1786568312.505,-42,-95,1200,116,80,6
7.005,1786568313.507,-42,-95,1200,116,80,6
8.003,1786568314.506,-42,-95,1200,116,80,6
9.000,1786568315.503,-42,-95,1200,116,80,6
10.001,1786568316.503,-42,-95,1200,116,80,6
11.005,1786568317.508,-41,-95,1200,116,80,6
12.000,1786568318.503,-41,-95,1200,116,80,6
13.002,1786568319.504,-42,-95,1200,116,80,6
14.004,1786568320.507,-42,-95,1200,116,80,6
15.005,1786568321.507,-42,-95,1200,116,80,6
16.000,1786568322.502,-41,-95,1200,116,80,6
17.000,1786568323.503,-41,-95,1200,116,80,6
18.001,1786568324.502,-41,-95,1200,116,80,6
19.004,1786568325.506,-41,-95,1200,116,80,6
20.002,1786568326.504,-41,-95,1200,116,80,6
21.000,1786568327.502,-41,-95,1200,116,80,6
22.001,1786568328.504,-41,-95,1200,116,80,6
23.005,1786568329.508,-41,-95,1200,116,80,6
24.005,1786568330.508,-41,-95,1200,116,80,6
25.005,1786568331.508,-41,-95,1200,116,80,6
26.000,1786568332.503,-41,-95,1200,116,80,6
27.001,1786568333.503,-41,-95,1200,116,80,6
28.002,1786568334.504,-41,-95,1200,116,80,6
29.000,1786568335.503,-41,-95,1200,116,80,6
30.000,1786568336.503,-41,-95,1200,116,80,6
31.001,1786568337.503,-41,-95,1200,116,80,6
32.005,1786568338.508,-41,-95,1200,116,80,6
33.005,1786568339.507,-41,-95,1200,116,80,6
34.005,1786568340.508,-41,-95,1200,116,80,6
35.000,1786568341.502,-41,-95,1200,116,80,6
36.000,1786568342.503,-41,-95,1200,116,80,6
37.000,1786568343.503,-41,-95,1200,116,80,6
38.000,1786568344.502,-41,-95,1200,116,80,6
39.000,1786568345.503,-41,-95,1200,116,80,6
40.000,1786568346.503,-41,-95,1200,116,80,6
41.001,1786568347.503,-41,-95,1200,116,80,6
42.000,1786568348.503,-41,-95,1200,116,80,6
43.001,1786568349.504,-41,-95,1200,116,80,6
44.005,1786568350.508,-41,-95,1200,116,80,6
45.002,1786568351.505,-41,-95,1200,116,80,6
46.005,1786568352.508,-41,-95,1200,116,80,6
47.000,1786568353.503,-41,-95,1200,116,80,6
48.001,1786568354.503,-41,-95,1200,116,80,6
49.000,1786568355.502,-41,-95,1200,116,80,6
50.000,1786568356.502,-41,-95,1200,116,80,6
51.005,1786568357.507,-41,-95,1200,116,80,6
52.005,1786568358.507,-41,-95,1200,116,80,6
53.003,1786568359.505,-41,-95,1200,116,80,6
54.003,1786568360.505,-41,-95,1200,116,80,6
55.000,1786568361.503,-41,-95,1200,116,80,6
56.005,1786568362.508,-41,-95,1200,116,80,6
57.003,1786568363.505,-41,-95,1200,116,80,6
58.005,1786568364.508,-41,-95,1200,116,80,6
59.000,1786568365.503,-41,-95,1200,116,80,6
60.005,1786568366.508,-41,-95,1200,116,80,6
61.000,1786568367.503,-41,-95,1200,116,80,6
62.000,1786568368.503,-41,-95,1200,116,80,6
63.000,1786568369.504,-41,-95,1200,116,80,6
64.001,1786568370.504,-41,-95,1200,116,80,6
65.005,1786568371.507,-41,-95,1200,116,80,6
66.000,1786568372.503,-41,-95,1200,116,80,6
67.005,1786568373.507,-41,-95,1200,116,80,6
68.005,1786568374.508,-41,-95,1200,116,80,6
69.005,1786568375.507,-41,-95,1200,116,80,6
70.004,1786568376.507,-40,-95,1200,116,80,6
71.005,1786568377.507,-41,-95,1200,116,80,6
72.000,1786568378.503,-41,-95,1200,116,80,6
73.002,1786568379.505,-40,-95,1200,116,80,6
74.002,1786568380.506,-40,-95,1200,116,80,6
75.005,1786568381.509,-40,-95,1200,116,80,6
76.005,1786568382.508,-41,-95,1200,116,80,6
77.005,1786568383.508,-41,-95,1200,116,80,6
