t_s,unix_s,rssi_dbm,noise_dbm,tx_rate_mbps,channel,width_mhz,phy_mode
0.000,1786566167.810,-67,-93,408,116,80,6
1.003,1786566168.815,-66,-93,408,116,80,6
2.005,1786566169.815,-64,-93,408,116,80,6
3.000,1786566170.811,-64,-93,408,116,80,6
4.005,1786566171.816,-66,-93,408,116,80,6
5.016,1786566172.827,-68,-93,432,116,80,6
6.000,1786566173.810,-65,-93,432,116,80,6
7.000,1786566174.810,-64,-93,432,116,80,6
8.000,1786566175.811,-67,-93,432,116,80,6
9.003,1786566176.813,-66,-93,432,116,80,6
10.000,1786566177.810,-64,-93,432,116,80,6
11.000,1786566178.810,-64,-93,432,116,80,6
12.005,1786566179.815,-65,-93,432,116,80,6
13.004,1786566180.814,-64,-93,432,116,80,6
14.002,1786566181.812,-66,-93,432,116,80,6
15.003,1786566182.813,-65,-93,288,116,80,6
16.005,1786566183.814,-64,-93,288,116,80,6
17.005,1786566184.815,-65,-93,288,116,80,6
18.001,1786566185.811,-65,-93,288,116,80,6
19.005,1786566186.815,-64,-93,288,116,80,6
20.001,1786566187.810,-63,-93,408,116,80,6
21.000,1786566188.810,-64,-93,408,116,80,6
22.005,1786566189.816,-64,-93,408,116,80,6
23.001,1786566190.811,-64,-93,408,116,80,6
24.005,1786566191.816,-64,-93,408,116,80,6
25.005,1786566192.815,-65,-93,432,116,80,6
26.005,1786566193.815,-64,-93,432,116,80,6
27.005,1786566194.815,-64,-93,432,116,80,6
28.000,1786566195.811,-63,-93,432,116,80,6
29.000,1786566196.811,-63,-93,432,116,80,6
30.004,1786566197.815,-64,-93,432,116,80,6
31.001,1786566198.811,-63,-93,432,116,80,6
32.000,1786566199.810,-63,-93,432,116,80,6
33.005,1786566200.815,-64,-93,432,116,80,6
34.002,1786566201.811,-63,-93,432,116,80,6
35.005,1786566202.815,-63,-93,432,116,80,6
36.000,1786566203.810,-64,-93,432,116,80,6
37.001,1786566204.811,-63,-93,432,116,80,6
38.001,1786566205.811,-64,-93,432,116,80,6
39.000,1786566206.811,-64,-93,432,116,80,6
40.005,1786566207.815,-63,-93,544,116,80,6
41.000,1786566208.810,-64,-93,544,116,80,6
42.005,1786566209.814,-64,-93,544,116,80,6
43.005,1786566210.815,-64,-93,544,116,80,6
44.004,1786566211.815,-63,-93,544,116,80,6
45.005,1786566212.815,-64,-93,432,116,80,6
46.001,1786566213.811,-64,-93,432,116,80,6
47.004,1786566214.815,-65,-93,432,116,80,6
48.005,1786566215.815,-64,-93,432,116,80,6
49.000,1786566216.811,-64,-93,432,116,80,6
50.000,1786566217.810,-64,-93,432,116,80,6
51.004,1786566218.814,-64,-93,432,116,80,6
52.005,1786566219.815,-64,-93,432,116,80,6
53.000,1786566220.811,-64,-93,432,116,80,6
54.001,1786566221.811,-64,-93,432,116,80,6
55.001,1786566222.812,-64,-93,408,116,80,6
56.000,1786566223.811,-64,-93,408,116,80,6
57.000,1786566224.811,-63,-93,408,116,80,6
58.000,1786566225.811,-64,-93,408,116,80,6
59.000,1786566226.810,-66,-93,408,116,80,6
60.005,1786566227.815,-64,-93,432,116,80,6
61.005,1786566228.815,-64,-93,432,116,80,6
62.001,1786566229.811,-64,-93,432,116,80,6
63.001,1786566230.812,-64,-93,432,116,80,6
64.002,1786566231.813,-64,-93,432,116,80,6
65.003,1786566232.813,-64,-93,432,116,80,6
66.005,1786566233.815,-64,-93,432,116,80,6
67.005,1786566234.815,-64,-93,432,116,80,6
68.005,1786566235.815,-64,-93,432,116,80,6
69.005,1786566236.815,-67,-93,432,116,80,6
70.000,1786566237.811,-66,-93,432,116,80,6
71.001,1786566238.811,-67,-93,408,116,80,6
72.005,1786566239.816,-62,-93,408,116,80,6
73.000,1786566240.811,-63,-93,408,116,80,6
74.005,1786566241.816,-62,-93,408,116,80,6
75.002,1786566242.813,-62,-93,408,116,80,6
76.000,1786566243.811,-63,-93,544,116,80,6
77.005,1786566244.816,-65,-93,544,116,80,6
